country,year,gini,se,break,equiv_scale,welfare_def,source1,source2,page,series,link,notes,date
Canada,1981,31.3,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1982,32,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1983,32.9,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1984,32.6,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1985,32.2,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1986,32.2,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1987,32.1,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1988,31.8,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1989,31.8,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1990,32.6,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1991,33.4,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1992,33.4,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1993,32.9,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1994,33.3,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1995,33.6,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1996,34.6,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1997,34.8,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1998,35.6,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1999,35.6,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2000,36.2,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2001,36,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2002,36,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2003,35.8,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2004,36.5,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2005,35.8,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2006,35.7,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2007,35.8,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2008,36.1,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2009,36,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2010,36,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2011,35.5,,,"hh, sqrt",gross income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1976,30,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1977,28.6,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1978,29.1,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1979,28.6,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1980,28.6,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1981,28.5,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1982,28.8,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1983,29.6,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1984,29.3,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1985,29,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1986,29,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1987,28.7,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1988,28.2,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1989,28.1,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1990,28.6,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1991,29.2,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1992,29.1,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1993,28.9,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1994,29,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1995,29.3,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1996,30.1,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1997,30.4,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1998,31.1,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,1999,31,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2000,31.7,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2001,31.8,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2002,31.8,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2003,31.6,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2004,32.2,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2005,31.7,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2006,31.6,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2007,31.5,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2008,31.8,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2009,31.8,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2010,31.7,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Canada,2011,31.3,,,"hh, sqrt",net income,Statistics Canada,"Survey of Labour and Income Dynamics, Canada",,source2,http://www5.statcan.gc.ca/cansim/a26?id=2020709,,2015-09-05
Algeria,2011,30.55,0.26,,emp,net earnings,Office National des Statistiques Algérie 2014 ,Enquête sur les dépenses de consommation et le niveau de vie des ménages,,,http://www.ons.dz/IMG/pdf/pubfinsal13.pdf,,2015-09-05
Russia,2001,39.8,,,hhpc,gross income,Rosstat 2003,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b03_06/IssWWW.exe/Stg/d010/i010110r.htm,,2015-09-04
Russia,2002,39.8,,,hhpc,gross income,Rosstat 2004,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b04_06/IssWWW.exe/Stg/d010/i010120r.htm,,2015-09-04
Russia,2003,40.2,,,hhpc,gross income,Rosstat 2005,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b05_06/IssWWW.exe/Stg/d010/i010130r.htm,,2015-09-04
Russia,2004,40.8,,,hhpc,gross income,Rosstat 2006,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b06_06/IssWWW.exe/Stg/d010/03-04.htm,,2015-09-04
Russia,2005,40.6,,,hhpc,gross income,Rosstat 2007,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b07_06/IssWWW.exe/Stg/03-04.htm,,2015-09-04
Russia,2006,41.6,,,hhpc,gross income,Rosstat 2008,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b08_06/IssWWW.exe/Stg/d010/03-04.htm,,2015-09-04
Russia,2007,42.3,,,hhpc,gross income,Rosstat 2009,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b09_06/IssWWW.exe/Stg/1/03-04.htm,,2015-09-04
Russia,2008,42.2,,,hhpc,gross income,Rosstat 2010,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b10_06/IssWWW.exe/Stg/1/03-04.htm,,2015-09-04
Russia,2009,42.2,,,hhpc,gross income,Rosstat 2011,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b11_06/IssWWW.exe/Stg/d01/03-04.htm,,2015-09-04
Russia,2010,42.1,,,hhpc,gross income,Rosstat 2012,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b12_06/IssWWW.exe/Stg/d01/03-04.htm,,2015-09-04
Russia,2011,41.7,,,hhpc,gross income,Rosstat 2012,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b12_06/IssWWW.exe/Stg/d01/03-04.htm,,2015-09-04
Russia,2012,41.3,,,hhpc,gross income,Rosstat 2013,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b13_06/IssWWW.exe/Stg/d08/03-04.doc,,2015-09-04
Russia,2013,41.9,,,hhpc,gross income,Rosstat 2015,"Current Statistical Survey, Russia",,source2,http://www.gks.ru/bgd/regl/b15_06/IssWWW.exe/Stg/d02/03-04.doc,,2015-09-04
Argentina,2011,42.9,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Argentina",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Argentina,2010,43.9,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Argentina",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Argentina,2009,44.6,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Argentina",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Argentina,2008,45,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Argentina",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Argentina,2007,47.9,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Argentina",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Argentina,2006,48.2,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Argentina",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Brazil,2011,52.4,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Pesquisa Nacional por Amostra de Domicilios, Brasil",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Brazil,2009,53.6,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Pesquisa Nacional por Amostra de Domicilios, Brasil",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Brazil,2008,54,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Pesquisa Nacional por Amostra de Domicilios, Brasil",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Brazil,2007,54.9,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Pesquisa Nacional por Amostra de Domicilios, Brasil",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Brazil,2006,55.8,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Pesquisa Nacional por Amostra de Domicilios, Brasil",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Paraguay,2010,52.64714398,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Paraguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Paraguay,2009,50.37396652,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Paraguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Paraguay,2008,51.99504141,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Paraguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Paraguay,2007,54.14244414,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Paraguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Paraguay,2006,54.92786291,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Permanente de Hogares, Paraguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Uruguay,2011,39.9862,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Continua de Hogares, Uruguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Uruguay,2010,46.8355823,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Continua de Hogares, Uruguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Uruguay,2009,46.84605615,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Continua de Hogares, Uruguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Uruguay,2008,47.65358788,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Continua de Hogares, Uruguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Uruguay,2007,49,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Continua de Hogares, Uruguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Uruguay,2006,49.2,,,hhpc,gross income,Grupo de Trabajo Estadi_sticas de Empleo y Distribucio_n del Ingreso ,"Encuesta Continua de Hogares, Uruguay",111,source1,http://www.indec.mecon.ar/micro_sitios/rees/armonizacion_trabajo_ingresos.pdf,,2015-09-06
Argentina,2003,48.4,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2003,47.1,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2004,46.4,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2004,45.2,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2004,45.6,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2004,44.5,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2005,44.8,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2005,44.6,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2005,45.7,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2005,43.2,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2006,44.8,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2006,43.7,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2006,43.8,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2006,44.7,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2007,43.9,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2007,42.1,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2007,43.5,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2008,43.5,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2008,41.7,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2008,43.1,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2008,41.4,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2009,41.7,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2009,42.6,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2009,42.2,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
Argentina,2009,40.9,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 4,2015-09-06
Argentina,2010,41.3,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 1,2015-09-06
Argentina,2010,40.9,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 2,2015-09-06
Argentina,2010,41.4,,,hh,gross income,INDEC 2015,"Encuesta Permanente de Hogares, Argentina",15,source2,http://www.indec.mecon.ar/uploads/informesdeprensa/ingresos1trim_15.pdf,quarter 3,2015-09-06
