country,year,gini,gini_se,welfare_def,equiv_scale,monetary,series,source1,page,link
Estonia,2007,0.312,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2007,0.313,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2007,0.34,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2007,0.452,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2007,0.449,,market,sqrt,FALSE,"OECD Estonia market sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2007,0.312,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2007,0.37,,con,oecdm,FALSE,Statistics Estonia con oecdm,Statistics Estonia,"",http://pub.stat.ee/px-web.2001/dialog/varval.asp?ma=HH30
Estonia,2007,0.37,,con,pc,FALSE,Statistics Estonia con pc,Statistics Estonia,"",http://pub.stat.ee/px-web.2001/dialog/varval.asp?ma=HH30
Estonia,2008,0.314,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 2,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2008,0.313,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2008,0.317,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2008,0.342,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2008,0.459,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2008,0.458,,market,sqrt,FALSE,"OECD Estonia market sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2008,0.319,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2009,0.313,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 2,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2009,0.309,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2009,0.313,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2009,0.339,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2009,0.479,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2009,0.478,,market,sqrt,FALSE,"OECD Estonia market sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2009,0.314,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2010,0.319,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 2,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2010,0.3163,0.0051,disp,ae,FALSE,LIS Estonia disp ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.3948,0.0039,disp,hh,FALSE,LIS Estonia disp hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.3189,0.0054,disp,oecdm,FALSE,LIS Estonia disp oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.3217,0.0052,disp,pc,FALSE,LIS Estonia disp pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.32,0.005,disp,sqrt,FALSE,LIS Estonia disp sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.3433,0.0049,gross,ae,FALSE,LIS Estonia gross ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.4211,0.005,gross,hh,FALSE,LIS Estonia gross hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.3462,0.0049,gross,oecdm,FALSE,LIS Estonia gross oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.3466,0.0055,gross,pc,FALSE,LIS Estonia gross pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.3469,0.005,gross,sqrt,FALSE,LIS Estonia gross sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.4921,0.0068,market,ae,FALSE,LIS Estonia market ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.5699,0.0061,market,hh,FALSE,LIS Estonia market hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.4885,0.0063,market,oecdm,FALSE,LIS Estonia market oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.5022,0.0063,market,pc,FALSE,LIS Estonia market pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.4856,0.0061,market,sqrt,FALSE,LIS Estonia market sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2010,0.317,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2010,0.32,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2010,0.347,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2010,0.488,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2010,0.487,,market,sqrt,FALSE,"OECD Estonia market sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2010,0.32,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2011,0.325,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 2,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2011,0.323,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2011,0.326,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2011,0.352,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2011,0.484,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2011,0.483,,market,sqrt,FALSE,"OECD Estonia market sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2011,0.325,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2012,0.32899999999999996,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 2,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2012,0.326,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2012,0.332,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2012,0.358,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2012,0.484,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2012,0.485,,market,sqrt,FALSE,"OECD Estonia market sqrt, incomparable def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2012,0.32899999999999996,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2013,0.35600000000000004,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 3,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2013,0.3461,0.0045,disp,ae,FALSE,LIS Estonia disp ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.4286,0.0046,disp,hh,FALSE,LIS Estonia disp hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.3494,0.0044,disp,oecdm,FALSE,LIS Estonia disp oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.3503,0.0053,disp,pc,FALSE,LIS Estonia disp pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.3533,0.0047,disp,sqrt,FALSE,LIS Estonia disp sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.371,0.0042,gross,ae,FALSE,LIS Estonia gross ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.4528,0.0047,gross,hh,FALSE,LIS Estonia gross hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.3741,0.0047,gross,oecdm,FALSE,LIS Estonia gross oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.3743,0.0045,gross,pc,FALSE,LIS Estonia gross pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.3774,0.0049,gross,sqrt,FALSE,LIS Estonia gross sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.5115,0.0055,market,ae,FALSE,LIS Estonia market ae,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.5936,0.0057,market,hh,FALSE,LIS Estonia market hh,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.5074,0.0053,market,oecdm,FALSE,LIS Estonia market oecdm,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.5236,0.0056,market,pc,FALSE,LIS Estonia market pc,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.5064,0.0053,market,sqrt,FALSE,LIS Estonia market sqrt,LISSY,"",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/LISSY/ee.txt
Estonia,2013,0.355,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2013,0.357,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2013,0.382,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2013,0.513,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2011 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2013,0.51,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2013,0.35100000000000003,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2014,0.348,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 3,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2014,0.346,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2014,0.373,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2014,0.49,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2014,0.34600000000000003,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2015,0.327,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 3,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2015,0.33,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2015,0.352,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2015,0.471,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2015,0.327,,gross,pc,FALSE,Povcalnet Estonia gross pc 2,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Estonia,2016,0.316,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 3,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Estonia,2016,0.314,,disp,sqrt,FALSE,"OECD Estonia disp sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2016,0.339,,gross,sqrt,FALSE,"OECD Estonia gross sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2016,0.456,,market,sqrt,FALSE,"OECD Estonia market sqrt, current def, 2012 method",OECD,,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/IDD/.GINI+STDG+GINIB+GINIG.TOT.CURRENT+PREVIOUS+INCOMPARABLE.METH2012+METH2011/all
Estonia,2017,0.306,,disp,oecdm,TRUE,Eurostat Estonia disp oecdm 3,Eurostat,"",http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=ilc_di12&lang=en
Ethiopia,1995,0.446,,con,pc,FALSE,Povcalnet Ethiopia con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Ethiopia,1995,0.4447,,con,sqrt,FALSE,World Bank Africa Poverty Database Ethiopia con sqrt,"Personal communication, K. Beegle, 2016-08-01","",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/AFR_gini_sqrt.csv
Ethiopia,1999,0.3,,con,pc,FALSE,Povcalnet Ethiopia con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Ethiopia,1999,0.2887,,con,sqrt,FALSE,World Bank Africa Poverty Database Ethiopia con sqrt,"Personal communication, K. Beegle, 2016-08-01","",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/AFR_gini_sqrt.csv
Ethiopia,2000,0.279,,con,pc,,GIDD Ethiopia con pc,"Ackah, Bussolo, De Hoyos, and Medvedev 2008","",https://github.com/fsolt/swiid/raw/master/data-raw/GlobalDistStata.zip
Ethiopia,2004,0.298,,con,pc,FALSE,Povcalnet Ethiopia con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Ethiopia,2004,0.271,,con,sqrt,FALSE,World Bank Africa Poverty Database Ethiopia con sqrt,"Personal communication, K. Beegle, 2016-08-01","",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/AFR_gini_sqrt.csv
Ethiopia,2010,0.332,,con,pc,FALSE,Povcalnet Ethiopia con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Ethiopia,2010,0.2973,,con,sqrt,FALSE,World Bank Africa Poverty Database Ethiopia con sqrt,"Personal communication, K. Beegle, 2016-08-01","",https://raw.githubusercontent.com/fsolt/swiid/master/data-raw/AFR_gini_sqrt.csv
Ethiopia,2011,0.302,,con,pc,FALSE,CEQ Ethiopia con pc,"Hill, Inchauste, Lustig, Tsehaye, and Woldehanna 2017",16,http://www.commitmentoequity.org/wp-content/uploads/2017/09/CEQ-WP41_Hill-Inchauste-Lustig-Tsehaye-Woldehanna_Ethiopia_April2017.pdf
Ethiopia,2015,0.35,,con,pc,FALSE,Povcalnet Ethiopia con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Fiji,1977,0.43,,gross,pc,FALSE,BJ2008 Fiji con pc 1,Brown and Jimenez 2008,551,http://doi.org/10.1002/jid.1474
Fiji,1977,0.47,,disp,hh,,vGP1984 Fiji disp hh,Tabatabai 1996; van Ginneken and Park 1984,92,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Fiji,1977,0.46,,disp,pc,,vGP1984 Fiji disp pc,Tabatabai 1996; van Ginneken and Park 1984,92,http://www.ilo.org/public/libdoc/ilo/1996/96B09_403_engl.pdf
Fiji,1991,0.49,,gross,pc,FALSE,BJ2008 Fiji con pc 2,Brown and Jimenez 2008,551,http://doi.org/10.1002/jid.1474
Fiji,2002,0.381,,con,pc,FALSE,Povcalnet Fiji con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Fiji,2002,0.468,,con,pc,,ZKM2014 Fiji con pc,"Zhuang, Kanbur, and Maligalig 2014",25,https://books.google.com/books?id=nqbpAgAAQBAJ&pg=PA25
Fiji,2003,0.341,,gross,pc,TRUE,Narsey 2011 gross hh,Narsey 2011,79,http://www.statsfiji.gov.fj/component/advlisting/?view=download&format=raw&fileId=1379
Fiji,2005,0.5,,gross,pc,,BJ2008 Fiji gross pc 1,Brown and Jimenez 2008,562,http://doi.org/10.1002/jid.1474
Fiji,2008,0.40399999999999997,,con,pc,FALSE,Povcalnet Fiji con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Fiji,2008,0.428,,con,pc,,ZKM2014 Fiji con pc,"Zhuang, Kanbur, and Maligalig 2014",25,https://books.google.com/books?id=nqbpAgAAQBAJ&pg=PA25
Fiji,2009,0.359,,gross,pc,TRUE,Narsey 2011 gross hh,Narsey 2011,79,http://www.statsfiji.gov.fj/component/advlisting/?view=download&format=raw&fileId=1379
Fiji,2013,0.36700000000000005,,con,pc,FALSE,Povcalnet Fiji con pc 1,World Bank Povcalnet,"",http://databank.worldbank.org/data/download/WDI_csv.zip
Finland,1966,0.309,,disp,oecdm,FALSE,Statistics Finland disp oecdm,Statistics Finland,"",http://pxnet2.stat.fi/PXWeb/api/v1/en/StatFin/tul/tjt/270_tjt_tau_117.px
Finland,1966,0.33399999999999996,,gross,oecdm,FALSE,Statistics Finland gross oecdm,Statistics Finland,"",http://pxnet2.stat.fi/PXWeb/api/v1/en/StatFin/tul/tjt/270_tjt_tau_117.px
Finland,1966,0.39,,market,oecdm,FALSE,Statistics Finland market oecdm,Statistics Finland,"",http://pxnet2.stat.fi/PXWeb/api/v1/en/StatFin/tul/tjt/270_tjt_tau_117.px
Finland,1971,0.267,,disp,oecdm,FALSE,Statistics Finland disp oecdm,Statistics Finland,"",http://pxnet2.stat.fi/PXWeb/api/v1/en/StatFin/tul/tjt/270_tjt_tau_117.px
Finland,1971,0.309,,gross,oecdm,FALSE,Statistics Finland gross oecdm,Statistics Finland,"",http://pxnet2.stat.fi/PXWeb/api/v1/en/StatFin/tul/tjt/270_tjt_tau_117.px
Finland,1971,0.386,,market,oecdm,FALSE,Statistics Finland market oecdm,Statistics Finland,"",http://pxnet2.stat.fi/PXWeb/api/v1/en/StatFin/tul/tjt/270_tjt_tau_117.px
